RespondentId,Party,Gender,AgeGroup,Region,SocialGroup,PastVote,Brexit
487,Labour,Female,35-44,South,C1,Labour,Remain
488,Labour,Female,35-44,London,AB,Labour,Remain
489,Labour,Female,65+,North,DE,Labour,Leave
490,Labour,Male,35-44,London,AB,Labour,Remain
491,Labour,Male,55-64,Wales,DE,Labour,Leave
492,Labour,Male,65+,North,DE,Labour,Remain
493,Labour,Female,55-64,London,AB,Labour,Remain
494,Labour,Female,55-64,South,DE,Labour,Leave
495,Labour,Male,55-64,Wales,C2,Labour,Remain
496,Labour,Female,35-44,South,DE,Labour,Remain
497,Labour,Female,35-44,South,C1,Labour,Remain
498,Labour,Female,55-64,Wales,C2,Labour,Leave
499,Labour,Female,18-34,Midlands,C1,Labour,Leave
500,Labour,Male,45-54,North,DE,Labour,Remain
501,Labour,Female,45-54,Wales,DE,Labour,Remain
502,Labour,Male,65+,Midlands,DE,Labour,Remain
503,Labour,Female,45-54,London,AB,Labour,Remain
504,Labour,Male,65+,Wales,C1,Labour,Leave
505,Labour,Female,65+,North,DE,Labour,Leave
506,Labour,Female,45-54,London,C1,Labour,Remain
507,Labour,Female,65+,Wales,DE,Labour,Remain
508,Labour,Female,35-44,Midlands,AB,Labour,Remain
509,Labour,Female,35-44,South,C2,Labour,Leave
510,Labour,Male,45-54,Midlands,AB,Labour,Remain
511,Labour,Male,18-34,Midlands,DE,Labour,Leave
512,Labour,Female,65+,North,C1,Labour,Leave
513,Labour,Male,55-64,Midlands,DE,Labour,Leave
514,Labour,Female,18-34,Midlands,C2,Labour,Leave
515,Labour,Male,55-64,Wales,C2,Labour,Leave
516,Labour,Male,18-34,Midlands,C2,Labour,Remain
517,Labour,Male,55-64,Wales,C1,Labour,Leave
518,Labour,Male,35-44,North,DE,Labour,Remain
519,Labour,Male,45-54,Midlands,AB,Labour,Remain
520,Labour,Male,55-64,Wales,AB,Labour,Remain
521,Labour,Female,45-54,London,C2,Labour,Remain
522,Labour,Female,55-64,London,C1,Labour,Remain
523,Labour,Female,55-64,Wales,DE,Labour,Remain
524,Labour,Female,18-34,South,C1,Labour,Remain
525,Labour,Female,65+,South,DE,Labour,Remain
526,Labour,Female,65+,London,C2,Labour,Remain
527,Labour,Female,35-44,Midlands,AB,Labour,Remain
528,Labour,Female,45-54,South,C2,Labour,Remain
529,Labour,Female,65+,North,DE,Labour,Remain
530,Labour,Male,45-54,Wales,C2,Labour,Remain
531,Labour,Male,65+,South,AB,Labour,Remain
532,Labour,Female,18-34,Midlands,DE,Labour,Remain
533,Labour,Male,65+,Midlands,DE,Labour,Remain
534,Labour,Female,45-54,South,DE,Labour,Remain
535,Labour,Male,55-64,Wales,DE,Labour,Remain
536,Labour,Female,65+,South,AB,Labour,Remain
537,Labour,Female,65+,North,C2,Labour,Remain
538,Labour,Female,55-64,Midlands,C2,Labour,Remain
539,Labour,Male,55-64,South,DE,Labour,Remain
540,Labour,Male,18-34,North,C2,Labour,Remain
541,Labour,Male,35-44,Midlands,AB,Labour,Remain
542,Labour,Male,18-34,London,C2,Labour,Remain
543,Labour,Female,45-54,London,DE,Labour,Remain
544,Labour,Male,65+,Wales,C2,Labour,Remain
545,Labour,Female,55-64,Midlands,AB,Labour,Remain
546,Labour,Male,45-54,London,DE,Labour,Remain
547,Labour,Female,55-64,Wales,AB,Labour,Remain
548,Labour,Male,55-64,North,AB,Labour,Remain
549,Labour,Female,65+,Midlands,AB,Labour,Remain
550,Labour,Male,35-44,North,C2,Labour,Remain
551,Labour,Female,55-64,North,AB,Labour,Remain
552,Labour,Male,45-54,Midlands,C2,Labour,Remain
553,Labour,Male,55-64,Wales,DE,Labour,Remain
554,Labour,Female,65+,North,C2,Labour,Remain
555,Labour,Female,55-64,Wales,AB,Labour,Remain
556,Labour,Male,18-34,North,DE,Labour,Remain
557,Labour,Female,18-34,Midlands,DE,Labour,Remain
558,Labour,Female,45-54,London,DE,Labour,Remain
559,Labour,Male,18-34,Wales,DE,Labour,Remain
560,Labour,Female,65+,North,C2,Labour,Remain
561,Labour,Female,65+,London,C2,Labour,Remain
562,Labour,Male,65+,South,AB,Labour,Remain
563,Labour,Female,35-44,North,C2,Labour,Remain
564,Labour,Male,45-54,Midlands,C2,Labour,Remain
565,Labour,Female,65+,Wales,C2,Labour,Remain
566,Labour,Female,45-54,North,DE,Labour,Remain
567,Labour,Female,45-54,South,AB,Labour,Remain
568,Labour,Female,18-34,North,AB,Labour,Remain
569,Labour,Female,65+,South,C2,Labour,Remain
570,Labour,Female,45-54,London,AB,Labour,Remain
571,Labour,Female,35-44,Wales,C2,Labour,Remain
572,Labour,Male,18-34,Wales,DE,Labour,Remain
573,Labour,Male,65+,Wales,DE,Labour,Remain
574,Labour,Male,35-44,Wales,C2,Labour,Remain
575,Labour,Female,18-34,Midlands,AB,Labour,Remain
576,Labour,Female,65+,North,DE,Labour,Remain
577,Labour,Female,65+,South,DE,Labour,Remain
578,Labour,Male,18-34,London,AB,Labour,Remain
579,Labour,Female,18-34,Midlands,AB,Labour,Remain
580,Labour,Female,35-44,Midlands,AB,Labour,Remain
581,Labour,Female,45-54,Wales,DE,Labour,Remain
582,Labour,Female,35-44,London,C2,Labour,Remain
583,Labour,Female,65+,Wales,C2,Labour,Remain
584,Labour,Male,18-34,North,C2,Labour,Remain
585,Labour,Female,18-34,North,C2,Labour,Remain
586,Labour,Male,45-54,London,C2,Labour,Remain
587,Labour,Male,35-44,North,C2,Labour,Remain
588,Labour,Female,18-34,Wales,DE,Labour,Remain
589,Labour,Female,18-34,London,DE,Labour,Remain
590,Labour,Male,45-54,South,AB,Labour,Remain
591,Labour,Female,18-34,London,C2,Labour,Remain
592,Labour,Female,18-34,London,C2,Labour,Remain
593,Labour,Female,18-34,London,AB,Labour,Remain
594,Labour,Female,35-44,South,C2,Labour,Remain
595,Labour,Male,18-34,Midlands,DE,Labour,Remain
596,Labour,Male,18-34,Wales,DE,Labour,Remain
597,Labour,Male,18-34,South,C2,Labour,Remain
598,Labour,Female,45-54,London,AB,Labour,Remain
599,Labour,Female,18-34,London,AB,Labour,Remain
600,Labour,Female,18-34,South,C2,Labour,Remain
601,Labour,Male,18-34,Wales,C2,Labour,Did not vote
602,Labour,Male,45-54,Wales,DE,Labour,Did not vote
603,Labour,Male,35-44,North,AB,Labour,Did not vote
604,Labour,Male,18-34,Midlands,DE,Labour,Did not vote
605,Labour,Male,35-44,Midlands,DE,Labour,Did not vote
606,Labour,Male,18-34,Midlands,DE,Labour,Did not vote
607,Labour,Female,18-34,Wales,C2,Labour,Did not vote
608,Labour,Male,35-44,North,DE,Labour,Did not vote
609,Labour,Female,18-34,London,DE,Labour,Did not vote
610,Labour,Female,18-34,Wales,DE,Labour,Did not vote
611,Labour,Female,35-44,Midlands,C2,Labour,Did not vote
612,Labour,Female,18-34,South,AB,Labour,Did not vote
613,Labour,Male,18-34,Wales,DE,Labour,Did not vote
614,Labour,Female,35-44,London,AB,Labour,Did not vote
615,Labour,Female,18-34,Wales,C2,Labour,Did not vote
616,Labour,Male,18-34,Midlands,AB,Labour,Did not vote
617,Labour,Male,18-34,Midlands,C2,Labour,Did not vote
618,Labour,Female,35-44,Midlands,C2,Labour,Did not vote
619,Labour,Female,35-44,South,C2,Labour,Did not vote
620,Labour,Female,35-44,London,C2,Labour,Did not vote
621,Labour,Male,18-34,Wales,C2,Labour,Did not vote
622,Labour,Female,18-34,North,C2,Labour,Did not vote
623,Labour,Female,18-34,South,AB,Labour,Did not vote
624,Labour,Male,18-34,Midlands,DE,Labour,Did not vote
625,Labour,Male,18-34,South,AB,Labour,Did not vote
626,Labour,Female,35-44,North,DE,Labour,Did not vote
627,Labour,Male,18-34,Wales,AB,Labour,Did not vote
628,Labour,Female,35-44,Midlands,AB,Labour,Did not vote
629,Labour,Female,18-34,Wales,AB,Labour,Did not vote
630,Labour,Female,35-44,Midlands,AB,Labour,Did not vote
631,Labour,Female,35-44,South,AB,Labour,Did not vote
632,Labour,Female,18-34,North,AB,Labour,Did not vote
633,Labour,Female,18-34,North,AB,Labour,Did not vote
634,Labour,Female,18-34,North,DE,Labour,Did not vote
635,Labour,Female,35-44,Midlands,AB,Labour,Did not vote
636,Labour,Male,35-44,Wales,DE,Labour,Did not vote
637,Labour,Male,35-44,London,DE,Labour,Did not vote
638,Labour,Male,18-34,London,AB,Labour,Did not vote
639,Labour,Female,35-44,London,AB,Labour,Did not vote
640,Labour,Female,18-34,London,DE,Labour,Did not vote
641,Labour,Male,35-44,North,AB,Labour,Did not vote
642,Labour,Female,35-44,South,AB,Labour,Did not vote
643,Labour,Female,35-44,Midlands,AB,Labour,Did not vote
644,Labour,Male,18-34,London,DE,Labour,Did not vote
645,Labour,Male,18-34,South,AB,Labour,Did not vote
646,Labour,Male,35-44,London,DE,Labour,Did not vote
647,Labour,Male,18-34,Midlands,AB,Labour,Did not vote
648,Labour,Female,35-44,South,AB,Labour,Did not vote
649,Labour,Male,18-34,Midlands,AB,Labour,Did not vote
650,Labour,Female,35-44,Midlands,DE,Labour,Did not vote
651,Labour,Male,18-34,Wales,AB,Labour,Did not vote
652,Labour,Male,35-44,Wales,DE,Labour,Did not vote
653,Labour,Female,35-44,South,DE,Labour,Did not vote
654,Labour,Female,18-34,Midlands,AB,Labour,Did not vote
655,Labour,Female,18-34,North,DE,Labour,Did not vote
656,Labour,Male,18-34,Midlands,DE,Labour,Did not vote
657,Labour,Male,18-34,North,DE,Labour,Did not vote
658,Labour,Male,18-34,London,AB,Labour,Did not vote
659,Labour,Male,18-34,South,AB,Labour,Did not vote
660,Labour,Male,18-34,Midlands,DE,Labour,Did not vote
661,Labour,Male,18-34,North,AB,Labour,Did not vote
662,Labour,Male,18-34,North,DE,Labour,Did not vote
663,Labour,Male,18-34,North,DE,Labour,Did not vote
664,Labour,Male,18-34,South,DE,Labour,Did not vote
665,Labour,Male,18-34,Midlands,AB,Labour,Did not vote
666,Labour,Male,18-34,London,DE,Labour,Did not vote
667,Labour,Male,18-34,North,AB,Labour,Did not vote
668,Labour,Male,18-34,South,DE,Labour,Did not vote
669,Labour,Male,18-34,South,AB,Labour,Did not vote
670,Labour,Male,18-34,North,DE,Labour,Did not vote
671,Labour,Male,18-34,Midlands,DE,Labour,Did not vote
672,Labour,Male,18-34,South,AB,Labour,Did not vote
673,Labour,Male,18-34,North,AB,Labour,Did not vote
674,Labour,Male,18-34,Midlands,DE,Labour,Did not vote
675,Labour,Male,18-34,North,DE,Labour,Did not vote
676,Labour,Male,18-34,Midlands,DE,Labour,Did not vote
677,Labour,Male,18-34,Wales,DE,Labour,Did not vote
678,Labour,Male,18-34,South,AB,Labour,Did not vote
679,Labour,Male,18-34,South,DE,Labour,Did not vote
680,Labour,Male,18-34,South,DE,Labour,Did not vote
681,Liberal Democrats,Female,18-34,South,DE,Other,Remain
682,Liberal Democrats,Female,35-44,Midlands,C2,Liberal Democrats,Remain
683,Liberal Democrats,Male,65+,South,AB,Conservative,Leave
684,Liberal Democrats,Female,65+,South,AB,Labour,Remain
685,Liberal Democrats,Male,45-54,Northern Ireland,C2,Liberal Democrats,Leave
686,Liberal Democrats,Male,55-64,London,C1,Liberal Democrats,Remain
687,Liberal Democrats,Female,65+,North,C1,Liberal Democrats,Leave
688,Liberal Democrats,Female,55-64,Midlands,DE,Liberal Democrats,Leave
689,Liberal Democrats,Male,65+,London,C2,Liberal Democrats,Leave
690,Liberal Democrats,Female,45-54,North,C2,Liberal Democrats,Leave
691,Liberal Democrats,Male,45-54,London,DE,Liberal Democrats,Leave
692,Liberal Democrats,Male,18-34,North,DE,Liberal Democrats,Leave
693,Liberal Democrats,Male,45-54,London,DE,Liberal Democrats,Leave
694,Liberal Democrats,Male,45-54,South,C1,Liberal Democrats,Remain
695,Liberal Democrats,Male,65+,London,C1,Liberal Democrats,Leave
696,Liberal Democrats,Male,55-64,London,C1,Liberal Democrats,Leave
697,Liberal Democrats,Male,65+,Scotland,DE,Liberal Democrats,Leave
698,Liberal Democrats,Female,18-34,London,AB,Liberal Democrats,Remain
699,Liberal Democrats,Male,18-34,London,DE,Liberal Democrats,Leave
700,Liberal Democrats,Male,18-34,South,C2,Liberal Democrats,Leave
701,Liberal Democrats,Female,35-44,London,C1,Liberal Democrats,Remain
702,Liberal Democrats,Female,55-64,South,DE,Liberal Democrats,Remain
703,Liberal Democrats,Male,45-54,Scotland,C2,Liberal Democrats,Remain
704,Liberal Democrats,Female,18-34,North,C2,Liberal Democrats,Remain
705,Liberal Democrats,Female,35-44,Scotland,AB,Liberal Democrats,Remain
706,Liberal Democrats,Male,18-34,Midlands,DE,Liberal Democrats,Remain
707,Liberal Democrats,Female,18-34,North,AB,Liberal Democrats,Remain
708,Liberal Democrats,Female,45-54,South,C1,Liberal Democrats,Remain
709,Liberal Democrats,Female,18-34,Wales,C2,Liberal Democrats,Remain
710,Liberal Democrats,Male,65+,South,C2,Liberal Democrats,Remain
711,Liberal Democrats,Female,18-34,London,C1,Liberal Democrats,Remain
712,Liberal Democrats,Male,45-54,London,C1,Liberal Democrats,Remain
713,Liberal Democrats,Male,18-34,Scotland,DE,Liberal Democrats,Remain
714,Liberal Democrats,Male,18-34,North,C2,Liberal Democrats,Remain
715,Liberal Democrats,Female,35-44,Scotland,C2,Liberal Democrats,Remain
716,Liberal Democrats,Female,35-44,South,DE,Liberal Democrats,Remain
717,Liberal Democrats,Female,35-44,Wales,DE,Liberal Democrats,Remain
718,Liberal Democrats,Male,45-54,Wales,DE,Liberal Democrats,Remain
719,Liberal Democrats,Male,55-64,London,AB,Liberal Democrats,Remain
720,Liberal Democrats,Female,55-64,South,AB,Liberal Democrats,Remain
721,Liberal Democrats,Male,35-44,Midlands,AB,Liberal Democrats,Remain
722,Liberal Democrats,Male,45-54,North,DE,Liberal Democrats,Remain
723,Liberal Democrats,Male,45-54,Scotland,DE,Liberal Democrats,Remain
724,Liberal Democrats,Male,35-44,South,DE,Liberal Democrats,Remain
725,Liberal Democrats,Male,55-64,Midlands,AB,Liberal Democrats,Remain
726,Liberal Democrats,Male,55-64,Wales,DE,Liberal Democrats,Remain
727,Liberal Democrats,Male,55-64,Midlands,DE,Liberal Democrats,Remain
728,Liberal Democrats,Male,55-64,North,DE,Liberal Democrats,Remain
729,Liberal Democrats,Female,35-44,Wales,AB,Liberal Democrats,Remain
730,Liberal Democrats,Male,18-34,Midlands,DE,Liberal Democrats,Remain
731,Liberal Democrats,Male,55-64,Scotland,AB,Liberal Democrats,Remain
732,Liberal Democrats,Female,55-64,London,DE,Liberal Democrats,Remain
733,Liberal Democrats,Male,45-54,Midlands,DE,Liberal Democrats,Did not vote
734,Liberal Democrats,Female,45-54,Wales,DE,Liberal Democrats,Did not vote
735,Liberal Democrats,Male,45-54,Wales,DE,Liberal Democrats,Did not vote
736,Liberal Democrats,Female,55-64,North,AB,Liberal Democrats,Did not vote
737,Liberal Democrats,Male,18-34,Midlands,DE,Liberal Democrats,Did not vote
738,Liberal Democrats,Female,45-54,Scotland,DE,Liberal Democrats,Did not vote
739,Liberal Democrats,Male,45-54,North,DE,Liberal Democrats,Did not vote
740,Liberal Democrats,Male,55-64,Wales,AB,Liberal Democrats,Did not vote
741,Liberal Democrats,Male,18-34,North,DE,Liberal Democrats,Did not vote
742,Liberal Democrats,Male,18-34,Wales,DE,Liberal Democrats,Did not vote
743,Liberal Democrats,Female,35-44,North,DE,Liberal Democrats,Did not vote
744,Liberal Democrats,Female,18-34,North,DE,Liberal Democrats,Did not vote
745,Liberal Democrats,Female,55-64,South,AB,Liberal Democrats,Did not vote
746,Liberal Democrats,Female,18-34,Wales,AB,Liberal Democrats,Did not vote
747,Liberal Democrats,Female,18-34,Wales,AB,Liberal Democrats,Did not vote
748,Liberal Democrats,Female,35-44,Wales,DE,Liberal Democrats,Did not vote
749,Liberal Democrats,Female,35-44,London,AB,Liberal Democrats,Did not vote
750,Liberal Democrats,Female,18-34,London,DE,Liberal Democrats,Did not vote
751,Liberal Democrats,Female,18-34,London,DE,Liberal Democrats,Did not vote
752,Liberal Democrats,Female,35-44,Wales,AB,Liberal Democrats,Did not vote
753,Liberal Democrats,Female,35-44,South,AB,Liberal Democrats,Did not vote
754,Liberal Democrats,Female,18-34,South,AB,Liberal Democrats,Did not vote
755,Liberal Democrats,Female,35-44,South,AB,Liberal Democrats,Did not vote
756,Liberal Democrats,Female,35-44,South,AB,Liberal Democrats,Did not vote
757,Liberal Democrats,Female,18-34,South,AB,Liberal Democrats,Did not vote
758,Liberal Democrats,Female,18-34,South,AB,Liberal Democrats,Did not vote
759,Green Party,Female,18-34,Midlands,DE,Liberal Democrats,Leave
760,Green Party,Female,45-54,Midlands,DE,Conservative,Remain
761,Green Party,Female,18-34,Northern Ireland,AB,Other,Leave
762,Green Party,Female,45-54,London,C1,Other,Leave
763,Green Party,Female,35-44,Wales,C2,Other,Remain
764,Green Party,Female,55-64,Scotland,C2,Other,Remain
765,Green Party,Male,55-64,Wales,DE,Other,Leave
766,Green Party,Male,18-34,Wales,AB,Labour,Remain
767,Green Party,Female,45-54,Northern Ireland,AB,Other,Remain
768,Green Party,Male,45-54,North,C2,Other,Remain
769,Green Party,Male,35-44,South,C1,Other,Leave
770,Green Party,Female,18-34,North,DE,Other,Remain
771,Green Party,Male,18-34,North,AB,Other,Remain
772,Green Party,Female,65+,South,C2,Other,Leave
773,Green Party,Female,45-54,London,AB,Other,Leave
774,Green Party,Male,55-64,Wales,DE,Other,Remain
775,Green Party,Male,45-54,Midlands,DE,Other,Remain
776,Green Party,Female,35-44,South,DE,Other,Remain
777,Green Party,Female,45-54,London,AB,Other,Remain
778,Green Party,Male,55-64,Midlands,DE,Other,Remain
779,Green Party,Female,18-34,South,C2,Other,Did not vote
780,Green Party,Male,18-34,North,C1,Other,Did not vote
781,Green Party,Male,65+,Wales,C2,Other,Did not vote
782,Green Party,Male,65+,Wales,C2,Other,Did not vote
783,Green Party,Female,18-34,Scotland,AB,Other,Did not vote
784,Green Party,Female,18-34,South,AB,Other,Did not vote
785,Green Party,Female,18-34,London,DE,Other,Did not vote
786,Green Party,Female,18-34,Scotland,DE,Other,Did not vote
787,Green Party,Female,18-34,North,DE,Other,Did not vote
788,Green Party,Female,18-34,Wales,C2,Other,Did not vote
789,Green Party,Female,18-34,London,AB,Other,Did not vote
790,Green Party,Female,18-34,Midlands,AB,Other,Did not vote
791,Green Party,Female,18-34,Midlands,C2,Other,Did not vote
792,Green Party,Female,18-34,North,AB,Other,Did not vote
793,Green Party,Female,18-34,North,AB,Other,Did not vote
794,Green Party,Female,18-34,South,AB,Other,Did not vote
795,Scottish National Party,Female,55-64,Scotland,C1,Labour,Leave
796,Scottish National Party,Female,35-44,Scotland,C2,Liberal Democrats,Leave
797,Scottish National Party,Female,18-34,Scotland,AB,Conservative,Leave
798,Scottish National Party,Male,35-44,Scotland,DE,Other,Leave
799,Scottish National Party,Male,18-34,Scotland,DE,Other,Remain
800,Scottish National Party,Male,45-54,Scotland,C2,Other,Remain
801,Scottish National Party,Male,45-54,Scotland,C1,Other,Leave
802,Scottish National Party,Male,45-54,Scotland,DE,Other,Leave
803,Scottish National Party,Male,45-54,Scotland,C2,Other,Leave
804,Scottish National Party,Female,18-34,Scotland,DE,Other,Remain
805,Scottish National Party,Male,18-34,Scotland,C2,Other,Leave
806,Scottish National Party,Male,18-34,Scotland,DE,Other,Remain
807,Scottish National Party,Female,65+,Scotland,C1,Other,Remain
808,Scottish National Party,Male,55-64,Scotland,C1,Other,Remain
809,Scottish National Party,Female,35-44,Scotland,C2,Other,Remain
810,Scottish National Party,Male,18-34,Scotland,C2,Other,Remain
811,Scottish National Party,Female,35-44,Scotland,C1,Other,Remain
812,Scottish National Party,Male,35-44,Scotland,C1,Other,Remain
813,Scottish National Party,Male,45-54,Scotland,DE,Other,Remain
814,Scottish National Party,Female,18-34,Scotland,C2,Other,Remain
815,Scottish National Party,Male,35-44,Scotland,C2,Other,Remain
816,Scottish National Party,Male,45-54,Scotland,C2,Other,Remain
817,Scottish National Party,Female,55-64,Scotland,C2,Other,Remain
818,Scottish National Party,Female,18-34,Scotland,AB,Other,Remain
819,Scottish National Party,Female,45-54,Scotland,AB,Other,Remain
820,Scottish National Party,Male,55-64,Scotland,DE,Other,Remain
821,Scottish National Party,Female,18-34,Scotland,AB,Other,Remain
822,Scottish National Party,Female,35-44,Scotland,DE,Other,Remain
823,Scottish National Party,Male,45-54,Scotland,DE,Other,Remain
824,Scottish National Party,Female,35-44,Scotland,AB,Other,Remain
825,Scottish National Party,Female,45-54,Scotland,AB,Other,Remain
826,Scottish National Party,Female,45-54,Scotland,DE,Other,Remain
827,Scottish National Party,Male,35-44,Scotland,DE,Other,Remain
828,Scottish National Party,Male,45-54,Scotland,AB,Other,Remain
829,Scottish National Party,Male,35-44,Scotland,AB,Other,Remain
830,Scottish National Party,Female,35-44,Scotland,DE,Other,Did not vote
831,Scottish National Party,Female,18-34,Scotland,DE,Other,Did not vote
832,Scottish National Party,Male,18-34,Scotland,AB,Other,Did not vote
833,Scottish National Party,Female,18-34,Scotland,AB,Other,Did not vote
834,Scottish National Party,Female,18-34,Scotland,DE,Other,Did not vote
835,Scottish National Party,Male,35-44,Scotland,AB,Other,Did not vote
836,Scottish National Party,Female,35-44,Scotland,DE,Other,Did not vote
837,Plaid Cymru,Male,35-44,Wales,C1,Liberal Democrats,Leave
838,Plaid Cymru,Male,65+,Wales,AB,Labour,Leave
839,Plaid Cymru,Female,55-64,Wales,C2,Conservative,Remain
840,Plaid Cymru,Female,18-34,Wales,DE,Other,Leave
841,Plaid Cymru,Female,45-54,Wales,DE,Other,Leave
842,Brexit Party,Male,35-44,Scotland,AB,Other,Leave
843,Brexit Party,Female,35-44,South,DE,Other,Remain
844,Brexit Party,Female,45-54,Northern Ireland,DE,Other,Leave
845,Other,Male,65+,London,DE,Other,Remain
846,Other,Male,65+,Northern Ireland,C2,Liberal Democrats,Leave
847,Other,Male,45-54,Wales,DE,Labour,Remain
848,Other,Female,65+,Scotland,C2,Conservative,Leave
849,Other,Male,35-44,Wales,AB,Other,Remain
850,Other,Female,18-34,South,C2,Other,Leave
851,Other,Male,18-34,Midlands,AB,Other,Leave
852,Other,Female,65+,South,DE,Other,Leave
853,Other,Female,18-34,Northern Ireland,AB,Other,Remain
854,Other,Female,18-34,Northern Ireland,DE,Other,Remain
855,Other,Male,65+,Wales,AB,Other,Leave
856,Other,Male,18-34,Wales,DE,Other,Leave
857,Other,Female,45-54,Midlands,DE,Other,Remain
858,Other,Female,45-54,Midlands,AB,Other,Remain
859,Other,Male,45-54,North,C1,Other,Leave
860,Other,Male,65+,South,AB,Other,Leave
861,Other,Female,35-44,South,DE,Other,Leave
862,Other,Male,65+,South,AB,Other,Remain
863,Other,Female,65+,South,C2,Other,Leave
864,Other,Female,65+,North,AB,Other,Leave
865,Other,Male,55-64,North,DE,Other,Leave
866,Other,Male,65+,North,C1,Other,Leave
867,Other,Male,65+,Northern Ireland,C2,Other,Leave
868,Other,Male,45-54,Northern Ireland,AB,Other,Remain
869,Other,Male,18-34,Northern Ireland,AB,Other,Leave
870,Other,Male,55-64,Northern Ireland,C2,Other,Leave
871,Other,Male,65+,Northern Ireland,C2,Other,Leave
872,Other,Male,65+,Northern Ireland,AB,Other,Leave
873,Other,Male,45-54,Northern Ireland,AB,Other,Remain
874,Other,Male,18-34,Northern Ireland,AB,Other,Remain
875,Other,Male,55-64,Northern Ireland,C2,Other,Leave
876,Other,Male,55-64,Northern Ireland,C2,Other,Leave
877,Other,Male,18-34,Northern Ireland,DE,Other,Did not vote
878,Other,Male,45-54,Northern Ireland,DE,Other,Did not vote
879,Undecided,Male,65+,South,C2,Liberal Democrats,Leave
880,Undecided,Female,65+,Midlands,C2,Labour,Leave
881,Undecided,Male,65+,South,C1,Other,Remain
882,Undecided,Female,45-54,Midlands,C1,Conservative,Leave
883,Undecided,Female,65+,Northern Ireland,DE,Did not vote,Remain
884,Undecided,Female,45-54,Midlands,DE,Did not vote,Leave
885,Undecided,Female,18-34,London,C1,Did not vote,Leave
886,Undecided,Female,18-34,North,C2,Did not vote,Leave
887,Undecided,Female,35-44,Northern Ireland,C1,Did not vote,Remain
888,Undecided,Female,65+,North,C2,Did not vote,Leave
889,Undecided,Female,35-44,London,C1,Did not vote,Leave
890,Undecided,Female,65+,Scotland,AB,Did not vote,Leave
891,Undecided,Male,35-44,North,C2,Did not vote,Remain
892,Undecided,Male,35-44,London,DE,Did not vote,Leave
893,Undecided,Female,55-64,South,AB,Did not vote,Leave
894,Undecided,Male,35-44,South,DE,Did not vote,Remain
895,Undecided,Female,55-64,South,DE,Did not vote,Leave
896,Undecided,Female,55-64,Wales,DE,Did not vote,Leave
897,Undecided,Male,45-54,Scotland,C2,Did not vote,Remain
898,Undecided,Female,65+,South,DE,Did not vote,Remain
899,Undecided,Female,35-44,North,C1,Did not vote,Leave
900,Undecided,Female,65+,London,AB,Did not vote,Remain
901,Undecided,Female,18-34,Wales,C2,Did not vote,Remain
902,Undecided,Female,45-54,Scotland,C2,Did not vote,Leave
903,Undecided,Male,18-34,Midlands,C1,Did not vote,Remain
904,Undecided,Female,45-54,South,AB,Did not vote,Remain
905,Undecided,Male,35-44,South,C1,Did not vote,Remain
906,Undecided,Male,45-54,London,AB,Did not vote,Leave
907,Undecided,Male,35-44,London,DE,Did not vote,Leave
908,Undecided,Male,65+,Midlands,AB,Did not vote,Leave
909,Undecided,Female,65+,London,C2,Did not vote,Remain
910,Undecided,Female,55-64,North,C1,Did not vote,Remain
911,Undecided,Male,65+,North,C1,Did not vote,Remain
912,Undecided,Male,55-64,London,C1,Did not vote,Leave
913,Undecided,Female,55-64,London,AB,Did not vote,Leave
914,Undecided,Female,55-64,Scotland,C1,Did not vote,Remain
915,Undecided,Male,18-34,Scotland,AB,Did not vote,Leave
916,Undecided,Female,45-54,Midlands,C2,Did not vote,Leave
917,Undecided,Male,18-34,North,AB,Did not vote,Remain
918,Undecided,Male,55-64,London,DE,Did not vote,Leave
919,Undecided,Male,45-54,North,DE,Did not vote,Remain
920,Undecided,Female,65+,Midlands,C1,Did not vote,Remain
921,Undecided,Male,45-54,Scotland,C1,Did not vote,Remain
922,Undecided,Male,18-34,Midlands,C1,Did not vote,Leave
923,Undecided,Male,55-64,Midlands,AB,Did not vote,Remain
924,Undecided,Female,65+,London,DE,Did not vote,Leave
925,Undecided,Female,35-44,London,DE,Did not vote,Remain
926,Undecided,Female,45-54,Wales,C1,Did not vote,Leave
927,Undecided,Female,35-44,North,AB,Did not vote,Remain
928,Undecided,Female,35-44,Wales,DE,Did not vote,Remain
929,Undecided,Female,18-34,South,AB,Did not vote,Leave
930,Undecided,Female,55-64,Midlands,C2,Did not vote,Leave
931,Undecided,Male,45-54,Midlands,DE,Did not vote,Remain
932,Undecided,Female,65+,London,C2,Did not vote,Leave
933,Undecided,Female,65+,Scotland,C2,Did not vote,Leave
934,Undecided,Male,45-54,Scotland,DE,Did not vote,Leave
935,Undecided,Female,45-54,Scotland,DE,Did not vote,Leave
936,Undecided,Female,35-44,Scotland,AB,Did not vote,Remain
937,Undecided,Male,45-54,South,DE,Did not vote,Remain
938,Undecided,Male,18-34,Scotland,AB,Did not vote,Remain
939,Undecided,Female,45-54,Midlands,AB,Did not vote,Remain
940,Undecided,Female,45-54,North,AB,Did not vote,Remain
941,Undecided,Male,65+,Scotland,AB,Did not vote,Leave
942,Undecided,Female,65+,Midlands,DE,Did not vote,Remain
943,Undecided,Female,18-34,South,C2,Did not vote,Leave
944,Undecided,Female,55-64,South,DE,Did not vote,Leave
945,Undecided,Female,55-64,South,AB,Did not vote,Leave
946,Undecided,Male,55-64,Midlands,AB,Did not vote,Leave
