RespondentId,Party,Gender,AgeGroup,Region,SocialGroup,PastVote,Brexit
488,Labour,Male,35-44,Midlands,C2,Labour,Remain
489,Labour,Female,65+,London,DE,Labour,Remain
490,Labour,Male,35-44,Midlands,AB,Labour,Remain
491,Labour,Male,35-44,South,AB,Labour,Remain
492,Labour,Female,18-34,Wales,DE,Labour,Remain
493,Labour,Male,18-34,North,C2,Labour,Remain
494,Labour,Female,35-44,North,AB,Labour,Remain
495,Labour,Male,35-44,Wales,DE,Labour,Remain
496,Labour,Female,18-34,Midlands,C1,Labour,Remain
497,Labour,Female,45-54,Midlands,C2,Labour,Remain
498,Labour,Male,55-64,South,AB,Labour,Remain
499,Labour,Male,18-34,North,C2,Labour,Remain
500,Labour,Male,45-54,South,C2,Labour,Remain
501,Labour,Female,45-54,London,DE,Labour,Remain
502,Labour,Female,35-44,Midlands,DE,Labour,Remain
503,Labour,Male,65+,South,C1,Labour,Remain
504,Labour,Male,55-64,South,DE,Labour,Remain
505,Labour,Female,18-34,North,DE,Labour,Remain
506,Labour,Female,45-54,Wales,C1,Labour,Remain
507,Labour,Female,18-34,South,DE,Labour,Remain
508,Labour,Male,35-44,South,AB,Labour,Remain
509,Labour,Male,45-54,Midlands,DE,Labour,Remain
510,Labour,Male,45-54,Wales,C1,Labour,Remain
511,Labour,Female,45-54,Midlands,AB,Labour,Remain
512,Labour,Male,18-34,South,C1,Labour,Remain
513,Labour,Male,18-34,Midlands,DE,Labour,Remain
514,Labour,Male,35-44,Midlands,C1,Labour,Remain
515,Labour,Male,18-34,North,C2,Labour,Remain
516,Labour,Female,65+,London,DE,Labour,Remain
517,Labour,Male,35-44,North,C2,Labour,Remain
518,Labour,Male,35-44,South,DE,Labour,Remain
519,Labour,Male,65+,Midlands,DE,Labour,Remain
520,Labour,Female,35-44,North,DE,Labour,Remain
521,Labour,Female,45-54,North,AB,Labour,Remain
522,Labour,Female,18-34,North,AB,Labour,Remain
523,Labour,Male,45-54,London,C2,Labour,Remain
524,Labour,Female,45-54,South,C2,Labour,Remain
525,Labour,Male,45-54,Midlands,C2,Labour,Remain
526,Labour,Male,35-44,South,AB,Labour,Remain
527,Labour,Male,35-44,North,C2,Labour,Remain
528,Labour,Male,35-44,Wales,C2,Labour,Remain
529,Labour,Female,18-34,London,DE,Labour,Remain
530,Labour,Female,65+,London,DE,Labour,Remain
531,Labour,Female,45-54,London,C1,Labour,Remain
532,Labour,Female,65+,Wales,AB,Labour,Remain
533,Labour,Male,45-54,Wales,AB,Labour,Remain
534,Labour,Male,45-54,London,AB,Labour,Remain
535,Labour,Male,55-64,North,C2,Labour,Remain
536,Labour,Female,35-44,Wales,DE,Labour,Remain
537,Labour,Female,55-64,North,DE,Labour,Remain
538,Labour,Female,18-34,South,AB,Labour,Remain
539,Labour,Male,35-44,North,C2,Labour,Remain
540,Labour,Male,18-34,Midlands,AB,Labour,Remain
541,Labour,Male,55-64,South,C1,Labour,Remain
542,Labour,Female,65+,South,C1,Labour,Remain
543,Labour,Male,65+,London,AB,Labour,Remain
544,Labour,Male,18-34,North,AB,Labour,Remain
545,Labour,Female,35-44,North,DE,Labour,Remain
546,Labour,Male,35-44,Midlands,C1,Labour,Remain
547,Labour,Male,35-44,London,DE,Labour,Remain
548,Labour,Female,45-54,Midlands,C1,Labour,Remain
549,Labour,Male,55-64,North,C2,Labour,Remain
550,Labour,Female,35-44,Wales,AB,Labour,Remain
551,Labour,Male,45-54,London,AB,Labour,Remain
552,Labour,Female,65+,London,DE,Labour,Remain
553,Labour,Female,55-64,London,AB,Labour,Remain
554,Labour,Female,65+,Wales,C1,Labour,Remain
555,Labour,Female,55-64,London,C1,Labour,Remain
556,Labour,Female,35-44,Midlands,DE,Labour,Remain
557,Labour,Male,65+,Wales,DE,Labour,Remain
558,Labour,Female,18-34,Wales,C1,Labour,Remain
559,Labour,Female,65+,London,C1,Labour,Remain
560,Labour,Female,45-54,London,DE,Labour,Remain
561,Labour,Female,65+,South,C2,Labour,Remain
562,Labour,Male,35-44,London,DE,Labour,Remain
563,Labour,Female,55-64,London,DE,Labour,Remain
564,Labour,Male,18-34,Wales,DE,Labour,Remain
565,Labour,Male,55-64,Wales,AB,Labour,Remain
566,Labour,Female,18-34,Midlands,DE,Labour,Remain
567,Labour,Female,35-44,London,C2,Labour,Remain
568,Labour,Male,55-64,London,DE,Labour,Remain
569,Labour,Female,55-64,South,C2,Labour,Remain
570,Labour,Male,35-44,London,DE,Labour,Remain
571,Labour,Male,35-44,Wales,DE,Labour,Remain
572,Labour,Male,18-34,Midlands,AB,Labour,Remain
573,Labour,Male,55-64,London,C2,Labour,Remain
574,Labour,Male,35-44,London,DE,Labour,Remain
575,Labour,Female,18-34,London,AB,Labour,Remain
576,Labour,Male,35-44,North,DE,Labour,Remain
577,Labour,Female,55-64,North,C2,Labour,Remain
578,Labour,Female,18-34,London,DE,Labour,Remain
579,Labour,Female,55-64,South,DE,Labour,Remain
580,Labour,Female,35-44,North,DE,Labour,Remain
581,Labour,Male,55-64,London,AB,Labour,Remain
582,Labour,Male,18-34,Midlands,DE,Labour,Remain
583,Labour,Male,35-44,Midlands,AB,Labour,Remain
584,Labour,Female,18-34,Midlands,DE,Labour,Remain
585,Labour,Female,18-34,South,DE,Labour,Remain
586,Labour,Female,55-64,North,C2,Labour,Remain
587,Labour,Female,35-44,London,AB,Labour,Remain
588,Labour,Male,35-44,London,AB,Labour,Remain
589,Labour,Male,18-34,London,DE,Labour,Remain
590,Labour,Female,18-34,London,DE,Labour,Remain
591,Labour,Male,55-64,Midlands,AB,Labour,Remain
592,Labour,Male,55-64,London,AB,Labour,Remain
593,Labour,Female,18-34,South,AB,Labour,Did not vote
594,Labour,Male,35-44,Midlands,AB,Labour,Did not vote
595,Labour,Male,55-64,North,C2,Labour,Did not vote
596,Labour,Male,55-64,North,DE,Labour,Did not vote
597,Labour,Female,18-34,South,AB,Labour,Did not vote
598,Labour,Male,55-64,Midlands,AB,Labour,Did not vote
599,Labour,Female,55-64,Wales,C2,Labour,Did not vote
600,Labour,Male,35-44,South,DE,Labour,Did not vote
601,Labour,Male,18-34,Wales,C2,Labour,Did not vote
602,Labour,Female,55-64,North,DE,Labour,Did not vote
603,Labour,Male,35-44,North,AB,Labour,Did not vote
604,Labour,Female,35-44,North,C2,Labour,Did not vote
605,Labour,Male,18-34,Midlands,AB,Labour,Did not vote
606,Labour,Female,35-44,Midlands,AB,Labour,Did not vote
607,Labour,Female,18-34,Midlands,AB,Labour,Did not vote
608,Labour,Male,35-44,Wales,C2,Labour,Did not vote
609,Labour,Female,18-34,Wales,AB,Labour,Did not vote
610,Labour,Male,18-34,North,DE,Labour,Did not vote
611,Labour,Female,35-44,North,AB,Labour,Did not vote
612,Labour,Female,35-44,Wales,DE,Labour,Did not vote
613,Labour,Male,35-44,South,DE,Labour,Did not vote
614,Labour,Male,35-44,Midlands,DE,Labour,Did not vote
615,Labour,Female,18-34,South,C2,Labour,Did not vote
616,Labour,Male,18-34,Midlands,C2,Labour,Did not vote
617,Labour,Female,18-34,North,DE,Labour,Did not vote
618,Labour,Male,18-34,North,AB,Labour,Did not vote
619,Labour,Female,18-34,Wales,DE,Labour,Did not vote
620,Labour,Female,18-34,Wales,C2,Labour,Did not vote
621,Labour,Male,18-34,Wales,C2,Labour,Did not vote
622,Labour,Female,18-34,North,DE,Labour,Did not vote
623,Labour,Female,18-34,South,C2,Labour,Did not vote
624,Labour,Male,18-34,South,C2,Labour,Did not vote
625,Labour,Male,18-34,North,AB,Labour,Did not vote
626,Labour,Male,18-34,South,AB,Labour,Did not vote
627,Labour,Female,18-34,Wales,AB,Labour,Did not vote
628,Labour,Male,18-34,North,AB,Labour,Did not vote
629,Labour,Male,18-34,Midlands,AB,Labour,Did not vote
630,Labour,Male,18-34,South,AB,Labour,Did not vote
631,Labour,Male,18-34,South,DE,Labour,Did not vote
632,Labour,Female,18-34,Wales,DE,Labour,Did not vote
633,Labour,Female,18-34,Wales,DE,Labour,Did not vote
634,Labour,Male,18-34,Midlands,DE,Labour,Did not vote
635,Labour,Male,18-34,Wales,DE,Labour,Did not vote
636,Labour,Male,18-34,North,DE,Labour,Did not vote
637,Labour,Male,18-34,North,AB,Labour,Did not vote
638,Labour,Male,18-34,Wales,AB,Labour,Did not vote
639,Labour,Female,18-34,North,DE,Labour,Did not vote
640,Labour,Male,18-34,Wales,DE,Labour,Did not vote
641,Labour,Male,18-34,North,DE,Labour,Did not vote
642,Labour,Male,18-34,North,AB,Labour,Did not vote
643,Labour,Female,18-34,Wales,DE,Labour,Did not vote
644,Labour,Female,18-34,North,DE,Labour,Did not vote
645,Labour,Male,18-34,North,DE,Labour,Did not vote
646,Labour,Male,18-34,North,AB,Labour,Did not vote
647,Labour,Male,18-34,North,AB,Labour,Did not vote
648,Labour,Female,18-34,South,AB,Labour,Did not vote
649,Labour,Female,18-34,Wales,AB,Labour,Did not vote
650,Labour,Female,18-34,Wales,DE,Labour,Did not vote
651,Labour,Male,18-34,Wales,AB,Labour,Did not vote
652,Labour,Male,18-34,North,DE,Labour,Did not vote
653,Labour,Male,18-34,Wales,AB,Labour,Did not vote
654,Labour,Male,18-34,Wales,DE,Labour,Did not vote
655,Labour,Female,18-34,Wales,AB,Labour,Did not vote
656,Labour,Female,18-34,Wales,DE,Labour,Did not vote
657,Labour,Male,18-34,Wales,AB,Labour,Did not vote
658,Labour,Female,18-34,Wales,DE,Labour,Did not vote
659,Labour,Female,18-34,South,DE,Labour,Did not vote
660,Labour,Female,18-34,North,DE,Labour,Did not vote
661,Labour,Male,18-34,Wales,AB,Labour,Did not vote
662,Labour,Female,18-34,North,DE,Labour,Did not vote
663,Labour,Female,18-34,Wales,AB,Labour,Did not vote
664,Labour,Female,18-34,North,AB,Labour,Did not vote
665,Labour,Female,18-34,Wales,AB,Labour,Did not vote
666,Labour,Male,18-34,North,AB,Labour,Did not vote
667,Labour,Male,18-34,North,AB,Labour,Did not vote
668,Labour,Male,18-34,Wales,AB,Labour,Did not vote
669,Labour,Male,18-34,North,AB,Labour,Did not vote
670,Labour,Female,18-34,South,AB,Labour,Did not vote
671,Labour,Female,18-34,Wales,AB,Labour,Did not vote
672,Labour,Female,18-34,Wales,AB,Labour,Did not vote
673,Labour,Female,18-34,Wales,AB,Labour,Did not vote
674,Labour,Female,18-34,Wales,AB,Labour,Did not vote
675,Labour,Female,18-34,South,AB,Labour,Did not vote
676,Liberal Democrats,Female,65+,Northern Ireland,C1,Other,Remain
677,Liberal Democrats,Female,35-44,North,AB,Conservative,Leave
678,Liberal Democrats,Female,55-64,Scotland,C2,Liberal Democrats,Remain
679,Liberal Democrats,Male,65+,Midlands,C2,Liberal Democrats,Remain
680,Liberal Democrats,Female,35-44,Wales,C2,Liberal Democrats,Leave
681,Liberal Democrats,Male,65+,North,C2,Labour,Leave
682,Liberal Democrats,Female,55-64,South,AB,Liberal Democrats,Leave
683,Liberal Democrats,Male,65+,Midlands,AB,Liberal Democrats,Leave
684,Liberal Democrats,Male,18-34,Midlands,DE,Liberal Democrats,Remain
685,Liberal Democrats,Female,55-64,Wales,AB,Liberal Democrats,Leave
686,Liberal Democrats,Female,18-34,Wales,C2,Liberal Democrats,Remain
687,Liberal Democrats,Male,45-54,North,C1,Liberal Democrats,Remain
688,Liberal Democrats,Male,18-34,Midlands,C1,Liberal Democrats,Leave
689,Liberal Democrats,Female,65+,Wales,C1,Liberal Democrats,Leave
690,Liberal Democrats,Female,35-44,North,C2,Liberal Democrats,Leave
691,Liberal Democrats,Male,18-34,Scotland,DE,Liberal Democrats,Remain
692,Liberal Democrats,Male,45-54,South,C2,Liberal Democrats,Remain
693,Liberal Democrats,Female,18-34,London,AB,Liberal Democrats,Remain
694,Liberal Democrats,Female,45-54,South,DE,Liberal Democrats,Remain
695,Liberal Democrats,Female,55-64,Scotland,AB,Liberal Democrats,Leave
696,Liberal Democrats,Female,35-44,London,C1,Liberal Democrats,Leave
697,Liberal Democrats,Male,18-34,London,C1,Liberal Democrats,Leave
698,Liberal Democrats,Male,45-54,Wales,AB,Liberal Democrats,Remain
699,Liberal Democrats,Female,35-44,London,C2,Liberal Democrats,Leave
700,Liberal Democrats,Male,55-64,Wales,AB,Liberal Democrats,Remain
701,Liberal Democrats,Female,65+,North,AB,Liberal Democrats,Leave
702,Liberal Democrats,Male,45-54,North,C1,Liberal Democrats,Leave
703,Liberal Democrats,Female,35-44,Wales,DE,Liberal Democrats,Remain
704,Liberal Democrats,Female,65+,North,AB,Liberal Democrats,Remain
705,Liberal Democrats,Male,45-54,Scotland,DE,Liberal Democrats,Remain
706,Liberal Democrats,Female,65+,Scotland,DE,Liberal Democrats,Remain
707,Liberal Democrats,Male,65+,Wales,AB,Liberal Democrats,Remain
708,Liberal Democrats,Male,18-34,North,AB,Liberal Democrats,Remain
709,Liberal Democrats,Male,45-54,Scotland,DE,Liberal Democrats,Remain
710,Liberal Democrats,Male,65+,North,DE,Liberal Democrats,Remain
711,Liberal Democrats,Female,65+,South,C1,Liberal Democrats,Remain
712,Liberal Democrats,Female,45-54,Wales,DE,Liberal Democrats,Remain
713,Liberal Democrats,Male,65+,London,C1,Liberal Democrats,Remain
714,Liberal Democrats,Male,45-54,London,DE,Liberal Democrats,Remain
715,Liberal Democrats,Male,55-64,South,AB,Liberal Democrats,Remain
716,Liberal Democrats,Male,35-44,Wales,DE,Liberal Democrats,Remain
717,Liberal Democrats,Female,45-54,South,DE,Liberal Democrats,Remain
718,Liberal Democrats,Female,18-34,South,DE,Liberal Democrats,Remain
719,Liberal Democrats,Male,18-34,South,AB,Liberal Democrats,Remain
720,Liberal Democrats,Male,55-64,London,DE,Liberal Democrats,Remain
721,Liberal Democrats,Male,65+,North,AB,Liberal Democrats,Remain
722,Liberal Democrats,Male,18-34,Wales,DE,Liberal Democrats,Remain
723,Liberal Democrats,Male,55-64,London,DE,Liberal Democrats,Remain
724,Liberal Democrats,Male,18-34,London,AB,Liberal Democrats,Remain
725,Liberal Democrats,Male,35-44,North,DE,Liberal Democrats,Did not vote
726,Liberal Democrats,Male,55-64,Wales,AB,Liberal Democrats,Did not vote
727,Liberal Democrats,Male,55-64,London,AB,Liberal Democrats,Did not vote
728,Liberal Democrats,Female,18-34,North,DE,Liberal Democrats,Did not vote
729,Liberal Democrats,Female,35-44,London,DE,Liberal Democrats,Did not vote
730,Liberal Democrats,Female,35-44,South,DE,Liberal Democrats,Did not vote
731,Liberal Democrats,Female,18-34,London,AB,Liberal Democrats,Did not vote
732,Liberal Democrats,Female,18-34,South,DE,Liberal Democrats,Did not vote
733,Liberal Democrats,Female,18-34,London,DE,Liberal Democrats,Did not vote
734,Liberal Democrats,Female,18-34,South,AB,Liberal Democrats,Did not vote
735,Liberal Democrats,Female,18-34,London,AB,Liberal Democrats,Did not vote
736,Liberal Democrats,Female,35-44,South,DE,Liberal Democrats,Did not vote
737,Liberal Democrats,Female,18-34,South,DE,Liberal Democrats,Did not vote
738,Liberal Democrats,Male,18-34,South,AB,Liberal Democrats,Did not vote
739,Liberal Democrats,Female,18-34,South,AB,Liberal Democrats,Did not vote
740,Liberal Democrats,Female,18-34,South,AB,Liberal Democrats,Did not vote
741,Liberal Democrats,Female,35-44,South,AB,Liberal Democrats,Did not vote
742,Liberal Democrats,Female,35-44,South,AB,Liberal Democrats,Did not vote
743,Green Party,Female,18-34,Midlands,C1,Labour,Remain
744,Green Party,Female,35-44,South,C2,Conservative,Leave
745,Green Party,Female,18-34,South,DE,Other,Leave
746,Green Party,Male,18-34,Northern Ireland,DE,Other,Remain
747,Green Party,Female,35-44,North,C1,Liberal Democrats,Remain
748,Green Party,Female,55-64,London,DE,Other,Leave
749,Green Party,Female,45-54,Wales,AB,Other,Remain
750,Green Party,Female,45-54,Scotland,AB,Other,Leave
751,Green Party,Male,45-54,London,C2,Other,Leave
752,Green Party,Male,18-34,Midlands,AB,Other,Remain
753,Green Party,Female,65+,Scotland,AB,Other,Leave
754,Green Party,Male,35-44,London,AB,Other,Remain
755,Green Party,Female,55-64,North,C1,Other,Remain
756,Green Party,Male,65+,Wales,DE,Other,Remain
757,Green Party,Male,55-64,Wales,DE,Other,Leave
758,Green Party,Female,18-34,Wales,C1,Other,Leave
759,Green Party,Male,45-54,South,AB,Other,Leave
760,Green Party,Female,45-54,North,C1,Other,Leave
761,Green Party,Female,35-44,North,C2,Other,Remain
762,Green Party,Female,35-44,London,C2,Other,Remain
763,Green Party,Female,18-34,Scotland,AB,Other,Leave
764,Green Party,Female,18-34,North,AB,Other,Remain
765,Green Party,Male,45-54,South,DE,Other,Leave
766,Green Party,Female,18-34,London,AB,Other,Leave
767,Green Party,Male,35-44,Wales,DE,Other,Remain
768,Green Party,Female,45-54,London,DE,Other,Remain
769,Green Party,Male,65+,South,AB,Other,Remain
770,Green Party,Female,35-44,Wales,C2,Other,Remain
771,Green Party,Female,18-34,Wales,DE,Other,Remain
772,Green Party,Male,45-54,North,DE,Other,Did not vote
773,Green Party,Female,18-34,Midlands,DE,Other,Did not vote
774,Green Party,Female,18-34,North,AB,Other,Did not vote
775,Green Party,Female,18-34,North,DE,Other,Did not vote
776,Green Party,Female,65+,Scotland,AB,Other,Did not vote
777,Green Party,Female,45-54,Scotland,DE,Other,Did not vote
778,Green Party,Female,18-34,North,AB,Other,Did not vote
779,Green Party,Male,18-34,Wales,DE,Other,Did not vote
780,Green Party,Male,35-44,Wales,DE,Other,Did not vote
781,Green Party,Male,35-44,Wales,AB,Other,Did not vote
782,Green Party,Male,65+,South,DE,Other,Did not vote
783,Scottish National Party,Female,35-44,Scotland,DE,Conservative,Remain
784,Scottish National Party,Male,35-44,Scotland,C1,Other,Remain
785,Scottish National Party,Male,45-54,Scotland,C2,Labour,Remain
786,Scottish National Party,Male,35-44,Scotland,C1,Other,Leave
787,Scottish National Party,Female,65+,Scotland,AB,Other,Leave
788,Scottish National Party,Male,45-54,Scotland,AB,Other,Leave
789,Scottish National Party,Male,45-54,Scotland,AB,Other,Leave
790,Scottish National Party,Male,35-44,Scotland,DE,Liberal Democrats,Leave
791,Scottish National Party,Male,55-64,Scotland,DE,Other,Remain
792,Scottish National Party,Female,65+,Scotland,AB,Other,Remain
793,Scottish National Party,Male,18-34,Scotland,DE,Other,Remain
794,Scottish National Party,Male,45-54,Scotland,AB,Other,Leave
795,Scottish National Party,Male,45-54,Scotland,AB,Other,Leave
796,Scottish National Party,Male,55-64,Scotland,DE,Other,Leave
797,Scottish National Party,Female,55-64,Scotland,AB,Other,Remain
798,Scottish National Party,Female,65+,Scotland,DE,Other,Remain
799,Scottish National Party,Female,35-44,Scotland,DE,Other,Leave
800,Scottish National Party,Female,45-54,Scotland,AB,Other,Remain
801,Scottish National Party,Male,55-64,Scotland,C2,Other,Remain
802,Scottish National Party,Female,55-64,Scotland,DE,Other,Remain
803,Scottish National Party,Female,65+,Scotland,AB,Other,Remain
804,Scottish National Party,Female,65+,Scotland,DE,Other,Remain
805,Scottish National Party,Female,45-54,Scotland,C2,Other,Remain
806,Scottish National Party,Female,65+,Scotland,C2,Other,Remain
807,Scottish National Party,Male,45-54,Scotland,C2,Other,Remain
808,Scottish National Party,Male,65+,Scotland,DE,Other,Remain
809,Scottish National Party,Male,18-34,Scotland,AB,Other,Did not vote
810,Scottish National Party,Male,18-34,Scotland,DE,Other,Did not vote
811,Scottish National Party,Male,18-34,Scotland,AB,Other,Did not vote
812,Scottish National Party,Female,45-54,Scotland,AB,Other,Did not vote
813,Scottish National Party,Male,45-54,Scotland,C2,Other,Did not vote
814,Scottish National Party,Female,45-54,Scotland,DE,Other,Did not vote
815,Scottish National Party,Male,18-34,Scotland,C2,Other,Did not vote
816,Scottish National Party,Male,18-34,Scotland,C2,Other,Did not vote
817,Scottish National Party,Male,18-34,Scotland,DE,Other,Did not vote
818,Scottish National Party,Female,18-34,Scotland,DE,Other,Did not vote
819,Scottish National Party,Female,18-34,Scotland,DE,Other,Did not vote
820,Scottish National Party,Female,18-34,Scotland,DE,Other,Did not vote
821,Scottish National Party,Female,18-34,Scotland,DE,Other,Did not vote
822,Plaid Cymru,Female,45-54,Wales,C2,Other,Remain
823,Plaid Cymru,Female,65+,Wales,C1,Other,Leave
824,Plaid Cymru,Male,55-64,Wales,AB,Conservative,Leave
825,Plaid Cymru,Male,18-34,Wales,AB,Labour,Leave
826,Plaid Cymru,Male,18-34,Wales,AB,Other,Leave
827,Brexit Party,Female,45-54,Scotland,AB,Liberal Democrats,Remain
828,Brexit Party,Male,55-64,Midlands,C2,Labour,Leave
829,Brexit Party,Female,65+,South,C2,Conservative,Leave
830,Brexit Party,Male,35-44,Midlands,AB,Other,Leave
831,Brexit Party,Female,65+,North,C1,Other,Leave
832,Brexit Party,Male,18-34,Wales,DE,Other,Leave
833,Brexit Party,Male,65+,South,C2,Other,Leave
834,Brexit Party,Male,35-44,London,DE,Other,Leave
835,Other,Female,65+,Scotland,C2,Liberal Democrats,Remain
836,Other,Female,35-44,Midlands,AB,Labour,Remain
837,Other,Male,45-54,South,C2,Conservative,Leave
838,Other,Male,55-64,London,C2,Other,Leave
839,Other,Female,55-64,Wales,C2,Other,Remain
840,Other,Male,35-44,Wales,C2,Other,Remain
841,Other,Female,18-34,South,AB,Other,Remain
842,Other,Male,18-34,North,DE,Other,Leave
843,Other,Male,65+,Midlands,DE,Other,Leave
844,Other,Female,65+,Northern Ireland,C2,Other,Remain
845,Other,Male,18-34,Wales,C1,Other,Remain
846,Other,Female,65+,North,DE,Other,Leave
847,Other,Female,35-44,South,C2,Other,Leave
848,Other,Male,65+,Northern Ireland,DE,Other,Leave
849,Other,Male,18-34,North,DE,Other,Remain
850,Other,Male,45-54,Northern Ireland,C1,Other,Leave
851,Other,Male,45-54,South,AB,Other,Remain
852,Other,Female,35-44,South,AB,Other,Leave
853,Other,Male,65+,Northern Ireland,C1,Other,Leave
854,Other,Female,45-54,Northern Ireland,AB,Other,Leave
855,Other,Male,65+,Northern Ireland,C2,Other,Leave
856,Other,Male,45-54,Northern Ireland,DE,Other,Leave
857,Other,Male,45-54,Northern Ireland,C1,Other,Leave
858,Other,Male,65+,Northern Ireland,DE,Other,Leave
859,Other,Male,65+,Northern Ireland,C1,Other,Leave
860,Other,Male,45-54,Northern Ireland,C2,Other,Leave
861,Other,Male,65+,Northern Ireland,AB,Other,Leave
862,Other,Male,65+,Northern Ireland,DE,Other,Leave
863,Undecided,Female,45-54,North,C1,Liberal Democrats,Leave
864,Undecided,Female,65+,London,C1,Conservative,Remain
865,Undecided,Male,35-44,Midlands,C1,Labour,Remain
866,Undecided,Female,45-54,South,C2,Other,Leave
867,Undecided,Male,18-34,Wales,DE,Did not vote,Leave
868,Undecided,Female,55-64,London,C1,Did not vote,Remain
869,Undecided,Male,45-54,South,AB,Did not vote,Leave
870,Undecided,Female,35-44,Wales,C1,Did not vote,Remain
871,Undecided,Male,45-54,Midlands,C2,Did not vote,Remain
872,Undecided,Female,45-54,North,AB,Did not vote,Remain
873,Undecided,Male,65+,London,C2,Did not vote,Remain
874,Undecided,Female,18-34,Northern Ireland,DE,Did not vote,Remain
875,Undecided,Female,18-34,Wales,DE,Did not vote,Leave
876,Undecided,Female,35-44,Northern Ireland,C2,Did not vote,Remain
877,Undecided,Female,35-44,Northern Ireland,DE,Did not vote,Leave
878,Undecided,Female,18-34,Scotland,C2,Did not vote,Leave
879,Undecided,Male,35-44,Northern Ireland,C1,Did not vote,Leave
880,Undecided,Male,45-54,Midlands,C1,Did not vote,Leave
881,Undecided,Male,65+,North,C1,Did not vote,Leave
882,Undecided,Female,35-44,North,AB,Did not vote,Remain
883,Undecided,Male,18-34,Midlands,C1,Did not vote,Leave
884,Undecided,Male,55-64,Scotland,DE,Did not vote,Leave
885,Undecided,Male,55-64,Wales,C2,Did not vote,Leave
886,Undecided,Male,55-64,North,C1,Did not vote,Leave
887,Undecided,Female,45-54,North,DE,Did not vote,Remain
888,Undecided,Female,35-44,South,DE,Did not vote,Leave
889,Undecided,Male,45-54,Northern Ireland,AB,Did not vote,Leave
890,Undecided,Male,65+,Midlands,C2,Did not vote,Leave
891,Undecided,Female,35-44,Scotland,DE,Did not vote,Remain
892,Undecided,Male,65+,London,C1,Did not vote,Leave
893,Undecided,Female,55-64,Wales,C1,Did not vote,Remain
894,Undecided,Female,55-64,South,DE,Did not vote,Leave
895,Undecided,Male,18-34,North,C1,Did not vote,Leave
896,Undecided,Male,45-54,Northern Ireland,C1,Did not vote,Remain
897,Undecided,Female,18-34,Northern Ireland,DE,Did not vote,Leave
898,Undecided,Male,35-44,London,C1,Did not vote,Leave
899,Undecided,Male,35-44,Midlands,DE,Did not vote,Leave
900,Undecided,Female,35-44,Midlands,AB,Did not vote,Leave
901,Undecided,Male,18-34,South,AB,Did not vote,Leave
902,Undecided,Male,65+,Wales,C1,Did not vote,Leave
903,Undecided,Female,65+,South,C2,Did not vote,Remain
904,Undecided,Male,35-44,South,DE,Did not vote,Remain
905,Undecided,Female,55-64,Midlands,C2,Did not vote,Leave
906,Undecided,Female,45-54,South,DE,Did not vote,Remain
907,Undecided,Female,18-34,Midlands,C2,Did not vote,Remain
908,Undecided,Male,65+,Midlands,C1,Did not vote,Remain
909,Undecided,Male,18-34,North,AB,Did not vote,Leave
910,Undecided,Female,55-64,South,C2,Did not vote,Leave
911,Undecided,Male,18-34,North,AB,Did not vote,Remain
912,Undecided,Female,45-54,London,DE,Did not vote,Remain
913,Undecided,Female,65+,North,DE,Did not vote,Remain
914,Undecided,Female,45-54,North,AB,Did not vote,Leave
915,Undecided,Female,65+,Midlands,DE,Did not vote,Leave
916,Undecided,Male,18-34,Wales,AB,Did not vote,Remain
917,Undecided,Male,18-34,South,DE,Did not vote,Remain
918,Undecided,Male,18-34,Midlands,DE,Did not vote,Remain
919,Undecided,Female,55-64,Midlands,C2,Did not vote,Leave
920,Undecided,Female,35-44,North,C2,Did not vote,Remain
921,Undecided,Male,18-34,South,AB,Did not vote,Remain
922,Undecided,Female,65+,North,AB,Did not vote,Remain
923,Undecided,Male,55-64,North,AB,Did not vote,Remain
924,Undecided,Male,35-44,Wales,AB,Did not vote,Leave
925,Undecided,Female,35-44,North,C2,Did not vote,Remain
926,Undecided,Male,18-34,London,DE,Did not vote,Remain
927,Undecided,Male,65+,Wales,AB,Did not vote,Remain
928,Undecided,Male,55-64,South,AB,Did not vote,Remain
929,Undecided,Male,18-34,Wales,C2,Did not vote,Remain
930,Undecided,Male,35-44,Wales,DE,Did not vote,Remain
931,Undecided,Female,65+,Wales,AB,Did not vote,Leave
932,Undecided,Male,55-64,Midlands,AB,Did not vote,Leave
933,Undecided,Male,65+,Midlands,AB,Did not vote,Remain
934,Undecided,Female,55-64,Wales,AB,Did not vote,Leave
935,Undecided,Female,18-34,Midlands,AB,Did not vote,Leave
936,Undecided,Female,45-54,North,C2,Did not vote,Leave
937,Undecided,Female,65+,Wales,AB,Did not vote,Leave
938,Undecided,Female,45-54,Wales,DE,Did not vote,Leave
939,Undecided,Female,55-64,North,DE,Did not vote,Leave
940,Undecided,Female,55-64,North,DE,Did not vote,Leave
941,Undecided,Female,55-64,Midlands,C2,Did not vote,Leave
942,Undecided,Female,18-34,North,AB,Did not vote,Leave
943,Undecided,Female,65+,North,AB,Did not vote,Did not vote
944,Undecided,Female,18-34,London,C2,Did not vote,Did not vote
945,Undecided,Female,45-54,London,AB,Did not vote,Did not vote
946,Undecided,Female,18-34,London,DE,Did not vote,Did not vote
947,Undecided,Female,18-34,Midlands,DE,Did not vote,Did not vote
948,Undecided,Female,55-64,Midlands,DE,Did not vote,Did not vote
949,Undecided,Female,65+,Wales,C2,Did not vote,Did not vote
950,Undecided,Female,18-34,Midlands,DE,Did not vote,Did not vote
